name;year;selling_price;km_driven;fuel;seller_type;transmission;owner
Renault KWID 1.0 RXT Optional;2018;300000;10500;Petrol;Individual;Manual;First Owner
Maruti Wagon R LXI;2004;70000;90000;Petrol;Individual;Manual;Fourth & Above Owner
Chevrolet Beat Diesel;2012;160000;110000;Diesel;Individual;Manual;First Owner
Chevrolet Beat Diesel LS;2012;160000;50000;Diesel;Individual;Manual;First Owner
Chevrolet Sail Hatchback LT ABS;2013;225000;80000;Diesel;Individual;Manual;First Owner
Honda City 1.3 EXI;2002;145000;100000;Petrol;Individual;Manual;First Owner
Hyundai EON D Lite;2016;210000;30000;Petrol;Individual;Manual;First Owner
Hyundai Getz 1.5 CRDi GVS;2008;110000;154000;Diesel;Individual;Manual;Third Owner
Maruti Swift LXI;2011;175000;70000;Petrol;Individual;Manual;First Owner
Maruti Alto LX BSIII;2008;85000;120000;Petrol;Individual;Manual;Second Owner
Maruti SX4 Vxi BSIV;2012;225000;110000;Petrol;Individual;Manual;Second Owner
Chevrolet Beat LT Option;2016;239000;41000;Petrol;Dealer;Manual;First Owner
Hyundai i10 Magna;2012;229999;49824;Petrol;Dealer;Manual;First Owner
Hyundai Santro GS;2005;80000;56580;Petrol;Dealer;Manual;First Owner
Maruti SX4 Vxi BSIV;2012;225000;110000;Petrol;Individual;Manual;Second Owner
Chevrolet Beat LT Option;2016;239000;41000;Petrol;Dealer;Manual;First Owner
Hyundai i10 Magna;2012;229999;49824;Petrol;Dealer;Manual;First Owner
Hyundai Santro GS;2005;80000;56580;Petrol;Dealer;Manual;First Owner
Chevrolet Spark 1.0 LS;2011;140000;60000;Petrol;Individual;Manual;Second Owner
Maruti Alto LXi;2011;150000;70000;Petrol;Individual;Manual;First Owner
Hyundai Accent CRDi;2006;170000;245244;Diesel;Individual;Manual;Fourth & Above Owner
Tata Tiago 1.2 Revotron XE;2016;300000;30000;Petrol;Individual;Manual;First Owner
Maruti Alto 800 Base;2012;250000;8000;Petrol;Individual;Manual;First Owner
Hyundai Accent CRDi;2002;85000;100000;Diesel;Individual;Manual;Third Owner
Nissan Sunny Diesel XL;2012;300000;110000;Diesel;Individual;Manual;First Owner
Hyundai Santro GS;2005;80000;56580;Petrol;Dealer;Manual;First Owner
Hyundai Santro Xing XG;2005;70000;68500;Petrol;Dealer;Manual;First Owner
Nissan Micra Active XV S;2013;164000;30000;Petrol;Individual;Manual;First Owner
Honda City 1.5 V AT;2008;140000;70000;Petrol;Individual;Automatic;First Owner
Maruti Alto LXI;2005;56000;23000;Petrol;Individual;Manual;Second Owner
Hyundai Verna 1.6 VTVT;2010;190000;38000;Petrol;Dealer;Manual;First Owner
Hyundai i10 Sportz 1.2;2011;235000;43100;Petrol;Dealer;Manual;First Owner
Chevrolet Spark 1.0 LS;2009;135000;90000;Petrol;Individual;Manual;First Owner
Tata Indica Vista Terra 1.4 TDI;2010;100000;80000;Diesel;Individual;Manual;First Owner
Tata Indica Vista Aqua 1.4 TDI;2011;90000;54000;Diesel;Individual;Manual;First Owner
Hyundai EON Era Plus;2017;250000;19000;Petrol;Individual;Manual;First Owner
Maruti Swift Dzire VDI;2014;300000;120000;Diesel;Individual;Manual;First Owner
Maruti Wagon R VXI BS IV;2014;275000;30000;Petrol;Individual;Manual;First Owner
Renault KWID RXT;2016;270000;60000;Petrol;Individual;Manual;Second Owner
Renault KWID RXT Optional;2016;240000;70000;Petrol;Individual;Manual;Second Owner
Chevrolet Beat Diesel LS;2012;160000;50000;Diesel;Individual;Manual;First Owner
Maruti Swift LXI;2011;175000;70000;Petrol;Individual;Manual;First Owner
Maruti Alto 800 VXI;2016;245000;60000;Petrol;Individual;Manual;First Owner
Maruti Zen Estilo Sports;2008;140000;120000;Petrol;Individual;Manual;First Owner
Hyundai Verna CRDi ABS;2007;175000;80000;Diesel;Individual;Manual;Second Owner
Maruti Alto 800 LXI;2013;92800;25000;Petrol;Individual;Manual;Second Owner
Tata Xenon XT EX 4X2;2014;291000;90000;Diesel;Individual;Manual;First Owner
Maruti Alto 800 LXI;2013;92800;25000;Petrol;Individual;Manual;Second Owner
Maruti Omni 5 Str STD;1998;65000;60000;Petrol;Dealer;Manual;Third Owner
Maruti Wagon R LXI;2005;75000;70000;Petrol;Individual;Manual;Second Owner
Hyundai Santro Xing GLS;2013;270000;60000;Petrol;Individual;Manual;First Owner
Maruti Omni 8 Seater BSII;2015;238000;70000;Petrol;Dealer;Manual;First Owner
Skoda Fabia 1.2L Diesel Ambiente;2010;260000;150000;Diesel;Individual;Manual;First Owner
Tata Manza Club Class Quadrajet90 LX;2013;300000;60000;Diesel;Individual;Manual;First Owner
Maruti Alto K10 LXI;2010;175000;64000;Petrol;Dealer;Manual;First Owner
Toyota Corolla H3;2003;95000;120000;Petrol;Individual;Automatic;Second Owner
Maruti Alto 800 LXI;2013;225000;47000;Petrol;Dealer;Manual;First Owner
Maruti Wagon R Duo Lxi;2010;240000;50000;LPG;Dealer;Manual;First Owner
Maruti Omni E MPI STD BS IV;2018;288000;20000;Petrol;Dealer;Manual;First Owner
Chevrolet Beat Diesel LT Option;2009;195000;57000;Diesel;Dealer;Manual;Second Owner
Maruti Swift 1.3 VXi;2009;250000;62000;Petrol;Dealer;Manual;Second Owner
Hyundai Santro GLS I - Euro II;2007;135000;85000;Petrol;Dealer;Manual;First Owner
Chevrolet Spark 1.0 PS;2010;110000;73000;Petrol;Individual;Manual;First Owner
Maruti Omni E MPI STD BS IV;2016;240000;5800;Petrol;Individual;Manual;Second Owner
Hyundai EON Era Plus;2018;270000;20000;Petrol;Individual;Manual;First Owner
Maruti Alto LXi;2007;90000;100000;Petrol;Individual;Manual;Second Owner
Ford Figo Diesel Celebration Edition;2013;285000;90000;Diesel;Individual;Manual;Second Owner
Mahindra Scorpio 2.6 CRDe;2005;175000;250000;Diesel;Individual;Manual;Second Owner
Honda Jazz Select Edition Active;2010;285000;60000;Petrol;Dealer;Manual;Second Owner
Maruti Celerio VXI;2014;300000;82000;Petrol;Dealer;Manual;Second Owner
Maruti Swift VXI BSIII;2006;160000;95149;Petrol;Dealer;Manual;Second Owner
Maruti Ritz VXi;2010;265000;42000;Petrol;Individual;Manual;First Owner
Hyundai EON D Lite;2016;210000;30000;Petrol;Individual;Manual;First Owner
Maruti Alto LXi;2009;140000;80000;Petrol;Individual;Manual;Second Owner
Hyundai EON 1.0 Era Plus;2018;100000;21302;Petrol;Individual;Manual;First Owner
Hyundai Getz 1.3 GLS;2010;150000;105546;Petrol;Individual;Manual;First Owner
Renault KWID RXL;2019;265000;40000;Petrol;Individual;Manual;First Owner
Maruti Alto LXi BSIII;2009;130000;80000;Petrol;Individual;Manual;Second Owner
Maruti Swift Dzire VDi;2009;150000;120000;Diesel;Individual;Manual;Second Owner
Honda Amaze E i-Dtech;2015;300000;104000;Diesel;Individual;Manual;Second Owner
Maruti Swift Dzire LXi;2011;150000;100000;Petrol;Individual;Manual;Second Owner
Honda City 1.3 EXI;2003;120000;132343;Petrol;Individual;Manual;Second Owner
Maruti Wagon R VXI BS IV;2007;100000;60000;Petrol;Individual;Manual;Second Owner
Maruti 800 EX;2004;30000;60000;Petrol;Individual;Manual;Third Owner
Mahindra Renault Logan 1.6 Petrol GLSX;2009;200000;30000;Petrol;Individual;Manual;Second Owner
Tata Indigo LS;2010;250000;96000;Diesel;Individual;Manual;Second Owner
Maruti Wagon R LXI;2011;260000;28481;Petrol;Dealer;Manual;First Owner
Maruti Wagon R LXI;2009;180000;30375;Petrol;Dealer;Manual;First Owner
Maruti Alto VXi;2015;280000;26134;Petrol;Dealer;Manual;First Owner
Maruti Wagon R AMT VXI;2014;300000;28942;Petrol;Dealer;Automatic;First Owner
Maruti Ritz VDi;2011;260000;52895;Diesel;Dealer;Manual;First Owner
Maruti Wagon R VXI BS IV;2014;210000;70000;Petrol;Individual;Manual;Second Owner
Maruti Wagon R VXI BS IV;2014;210000;70000;Petrol;Individual;Manual;Third Owner
Mahindra Xylo E8;2009;290000;100000;Diesel;Individual;Manual;Second Owner
Fiat 500 Lounge;2008;250999;110000;Diesel;Individual;Manual;First Owner
Fiat Grande Punto EVO 1.3 Active;2014;270000;120000;Diesel;Individual;Manual;Second Owner
Chevrolet Beat Diesel LS;2013;195000;47253;Diesel;Dealer;Manual;First Owner
Maruti Alto K10 VXI AGS;2015;281000;4432;Petrol;Dealer;Automatic;Second Owner
Tata Indica GLS BS IV;2010;75000;110000;Petrol;Individual;Manual;Second Owner
Tata Indica Vista Terra 1.4 TDI;2009;93000;70000;Diesel;Individual;Manual;Second Owner
Maruti Alto Green LXi (CNG);2010;88000;80251;CNG;Dealer;Manual;Second Owner
Hyundai i20 1.2 Era;2010;250000;34500;Petrol;Individual;Manual;Second Owner
Ford Ikon 1.4 ZXi;2000;22000;42743;Petrol;Dealer;Manual;Third Owner
Chevrolet Beat Diesel LS;2013;130000;93900;Diesel;Individual;Manual;Second Owner
Maruti Zen VXi - BS III;2004;79000;80000;Petrol;Individual;Manual;First Owner
Chevrolet Beat Diesel LS;2012;120000;110000;Diesel;Individual;Manual;First Owner
Chevrolet Optra Magnum 2.0 LT;2012;300000;25000;Diesel;Individual;Manual;First Owner
Chevrolet Optra Magnum 2.0 LT;2012;300000;25000;Diesel;Individual;Manual;First Owner
Maruti A-Star Lxi;2009;145000;25000;Petrol;Individual;Manual;First Owner
Chevrolet Spark 1.0 LT;2013;240000;10000;Petrol;Individual;Manual;First Owner
Hyundai Accent GLX;2010;145000;110000;Petrol;Individual;Manual;Second Owner
Tata Indica Vista Aqua 1.3 Quadrajet ABS BSIV;2012;198000;70000;Diesel;Individual;Manual;Second Owner
Ford Endeavour 4x2 XLT;2004;195000;120000;Diesel;Individual;Manual;First Owner
Hyundai EON Sportz;2012;150000;55766;Petrol;Individual;Manual;Second Owner
Nissan Micra XL;2011;275000;40000;Petrol;Individual;Manual;Second Owner
Maruti 800 Std;2001;65000;60000;Petrol;Individual;Manual;Third Owner
Maruti Swift LXi BSIV;2008;200000;50000;Petrol;Individual;Manual;First Owner
Maruti Swift Dzire VDi;2010;250000;110000;Diesel;Individual;Manual;Second Owner
Maruti SX4 Vxi BSIV;2012;225000;110000;Petrol;Individual;Manual;Second Owner
Tata Indigo CS LX (TDI) BS-III;2015;225000;68745;Diesel;Dealer;Manual;First Owner
Maruti Alto 800 LXI;2006;165000;132000;Petrol;Individual;Manual;First Owner
Tata Indigo TDI;2013;182000;100000;Diesel;Individual;Manual;First Owner
Tata Indica Vista Terra 1.4 TDI;2010;100000;80000;Diesel;Individual;Manual;First Owner
Hyundai Santro Xing XL eRLX Euro III;2006;100000;40000;Petrol;Individual;Manual;Second Owner
Maruti Wagon R LXI;2008;221000;35008;Petrol;Dealer;Manual;First Owner
Hyundai Santro Xing GLS;2009;195000;27005;Petrol;Dealer;Manual;First Owner
Maruti Zen VX;2001;85000;86000;Petrol;Individual;Manual;Second Owner
Tata Manza Aura (ABS) Quadrajet BS IV;2012;295000;80000;Diesel;Individual;Manual;Second Owner
Maruti Omni LPG STD BSIV;2006;60000;135000;LPG;Individual;Manual;Fourth & Above Owner
Maruti Zen D PS;2003;110000;120000;Diesel;Individual;Manual;Third Owner
Hyundai Santro Xing GLS;2008;190000;70000;Petrol;Individual;Manual;Third Owner
Maruti Alto 800 LXI;2015;114999;35000;Petrol;Individual;Manual;First Owner
Chevrolet Aveo U-VA 1.2 LT;2008;114999;70000;Petrol;Individual;Manual;Third Owner
Maruti Wagon R VXI;2000;105000;80000;Petrol;Individual;Manual;First Owner
Hyundai Santro Xing XO;2007;80000;58000;Petrol;Dealer;Manual;Second Owner
Datsun RediGO 1.0 S;2017;210000;15000;Petrol;Dealer;Manual;Second Owner
Honda Civic 1.8 V AT;2009;210000;63500;Petrol;Dealer;Automatic;First Owner
Chevrolet Beat Diesel;2012;160000;110000;Diesel;Individual;Manual;First Owner
Maruti Swift 1.3 VXI ABS;2006;95000;110000;Petrol;Individual;Manual;Third Owner
Maruti Alto LX;2008;65000;140000;Petrol;Individual;Manual;First Owner
Chevrolet Beat Diesel LT;2012;200000;70000;Diesel;Individual;Manual;Second Owner
Hyundai Getz 1.5 CRDi GVS;2008;110000;154000;Diesel;Individual;Manual;Third Owner
Hyundai EON Sportz;2012;150000;80000;Petrol;Individual;Manual;First Owner
Maruti Zen D PS;2003;75000;110000;Diesel;Individual;Manual;Second Owner
Chevrolet Beat LS;2010;99000;60000;Petrol;Individual;Manual;Second Owner
Hyundai i10 Era 1.1 iTech SE;2011;235000;46000;Petrol;Individual;Manual;First Owner
Tata Indigo GLX;2006;75000;40000;Petrol;Individual;Manual;Second Owner
Maruti Ritz LDi;2011;250000;80000;Diesel;Individual;Manual;First Owner
Renault KWID 1.0 RXT Optional;2018;300000;20000;Petrol;Individual;Manual;First Owner
Fiat Grande Punto Active (Diesel);2009;125000;95000;Diesel;Individual;Manual;Second Owner
Skoda Fabia 1.2 MPI Ambition Plus;2012;300000;50000;Petrol;Individual;Manual;First Owner
Volkswagen Polo Diesel Trendline 1.2L;2012;295000;90000;Diesel;Individual;Manual;First Owner
Chevrolet Aveo 1.4 LS;2010;200000;74510;Petrol;Dealer;Manual;First Owner
Chevrolet Aveo U-VA 1.2 LS;2009;130000;87293;Petrol;Dealer;Manual;First Owner
Ford Figo Diesel EXI;2012;250000;156040;Diesel;Dealer;Manual;First Owner
Hyundai EON 1.0 Kappa Magna Plus;2015;170000;80000;Petrol;Individual;Manual;Second Owner
Chevrolet Spark 1.0 LT;2011;130000;68519;Petrol;Dealer;Manual;First Owner
Chevrolet Beat Diesel LS;2012;180000;55130;Diesel;Dealer;Manual;First Owner
Ford Fiesta Diesel Trend;2012;200000;91245;Diesel;Dealer;Manual;First Owner
Maruti Zen VXI;2000;100000;120000;Petrol;Individual;Manual;First Owner
Maruti Wagon R LXI Minor;2007;160000;80000;Petrol;Individual;Manual;Second Owner
Tata Indigo TDI;2013;182000;100000;Diesel;Individual;Manual;First Owner
Mahindra Jeep MM 550 XDB;2002;150000;50000;Diesel;Individual;Manual;Third Owner
Maruti Alto STD;2008;80000;100000;Petrol;Individual;Manual;Second Owner
Maruti Celerio VDi;2016;240000;90000;Diesel;Individual;Manual;Third Owner
Maruti Esteem Lxi;2005;60000;60000;Petrol;Individual;Manual;Third Owner
Maruti Alto LX;2007;70000;120000;Petrol;Individual;Manual;Third Owner
Volkswagen Jetta 1.9 Highline TDI;2008;285000;90000;Diesel;Individual;Automatic;Second Owner
Ford Figo Diesel ZXI;2011;275000;108000;Diesel;Individual;Manual;Second Owner
Maruti Alto LXi BSIII;2006;135000;90000;Petrol;Individual;Manual;Third Owner
Mahindra Bolero SLE;2009;300000;178000;Diesel;Individual;Manual;Second Owner
Maruti Alto LXi;2006;150000;75118;Petrol;Individual;Manual;Second Owner
Maruti Ritz LDi;2013;290000;140000;Diesel;Individual;Manual;Second Owner
Chevrolet Optra 1.6;2006;120000;79000;Petrol;Dealer;Manual;Fourth & Above Owner
Ford Ikon 1.6 ZXI NXt;2005;20000;25000;Petrol;Individual;Manual;Second Owner
Hyundai Getz GLS;2005;250000;70000;Petrol;Individual;Manual;First Owner
Hyundai Santro Xing GL Plus;2008;120000;41723;Petrol;Individual;Manual;Second Owner
Maruti SX4 Vxi BSIV;2010;250000;70000;Petrol;Individual;Manual;First Owner
Tata Indigo LS;2012;220000;70000;Diesel;Individual;Manual;Second Owner
Ford Ikon 1.3 Flair;2005;61000;4637;Petrol;Individual;Manual;Second Owner
Tata Indica Vista Aqua 1.3 Quadrajet;2009;85000;120000;Diesel;Individual;Manual;Second Owner
Maruti Swift 1.3 DLX;2015;270000;40000;Diesel;Individual;Manual;Second Owner
Maruti Swift Vdi BSIII;2009;180000;220000;Diesel;Individual;Manual;First Owner
Renault KWID 1.0 RXT Optional;2018;300000;20000;Petrol;Individual;Manual;First Owner
Fiat Grande Punto Active (Diesel);2009;125000;95000;Diesel;Individual;Manual;Second Owner
Renault KWID 1.0 RXL;2017;250000;43000;Petrol;Individual;Manual;Second Owner
Hyundai i20 Magna;2010;250000;55000;Petrol;Individual;Manual;First Owner
Fiat Punto 1.3 Active;2010;99000;80000;Diesel;Individual;Manual;Second Owner
Maruti Ritz VDi;2012;300000;80000;Diesel;Individual;Manual;First Owner
Hyundai i10 Sportz 1.2;2010;125000;60000;Petrol;Individual;Manual;Third Owner
Maruti 800 Std BSIII;2003;60000;50000;Petrol;Individual;Manual;First Owner
Hyundai Santro Xing GLS;2012;300000;50000;Petrol;Individual;Manual;First Owner
Nissan Sunny XL;2012;300000;80000;Petrol;Individual;Manual;Second Owner
Maruti Swift VDI;2012;250000;156000;Diesel;Individual;Manual;First Owner
Maruti Eeco 5 Seater AC BSIV;2018;300000;25000;Petrol;Individual;Manual;First Owner
Maruti Alto LX;2004;80000;120000;Petrol;Individual;Manual;First Owner
Maruti Alto LXi;2008;114999;30000;Petrol;Individual;Manual;First Owner
Maruti Alto LXi BSIII;2008;105000;30000;Petrol;Individual;Manual;Second Owner
Maruti Alto LXi;2011;135000;78000;Petrol;Individual;Manual;First Owner
Maruti Wagon R VXI BS IV;2011;170000;40000;Petrol;Individual;Manual;Second Owner
Honda City 1.5 V MT;2009;250000;70000;Petrol;Individual;Manual;Third Owner
Honda City 1.5 V AT Exclusive;2008;210000;77000;Petrol;Individual;Automatic;Third Owner
Volkswagen Vento Diesel Highline;2011;260000;150000;Diesel;Individual;Manual;First Owner
Maruti Ritz VDi;2012;220000;120000;Diesel;Individual;Manual;Second Owner
Hyundai Getz 1.3 GLS;2008;110000;110000;Petrol;Individual;Manual;Second Owner
Mahindra Quanto C6;2013;220000;110000;Diesel;Individual;Manual;First Owner
Tata Indigo LX Dicor;2009;130000;50000;Diesel;Individual;Manual;First Owner
Honda City 1.5 S MT;2010;254999;90000;Petrol;Individual;Manual;Second Owner
Hyundai i10 Magna;2012;210000;50000;Petrol;Individual;Manual;First Owner
Chevrolet Enjoy TCDi LT 7 Seater;2014;300000;146000;Diesel;Individual;Manual;First Owner
Maruti Alto K10 VXI;2015;265000;60000;Petrol;Individual;Manual;First Owner
Tata Nano Lx;2010;40000;90000;Petrol;Individual;Manual;First Owner
Maruti Wagon R VXI BS IV;2013;229999;62000;Petrol;Individual;Manual;Second Owner
Maruti Eeco 5 STR With AC Plus HTR CNG;2010;170000;80000;CNG;Individual;Manual;Fourth & Above Owner
Maruti SX4 Vxi BSIV;2012;225000;110000;Petrol;Individual;Manual;Second Owner
Chevrolet Beat LT Option;2016;239000;41000;Petrol;Dealer;Manual;First Owner
Hyundai i10 Magna;2012;229999;49824;Petrol;Dealer;Manual;First Owner
Hyundai Santro GS;2005;80000;56580;Petrol;Dealer;Manual;First Owner
Tata Manza Aura Safire BS IV;2013;200000;60000;Petrol;Individual;Manual;First Owner
Tata Indica GLS BS IV;2008;80000;90000;Petrol;Individual;Manual;Second Owner
Tata New Safari DICOR 2.2 EX 4x2;2010;300000;250000;Diesel;Individual;Manual;Second Owner
Maruti Eeco 7 Seater Standard BSIV;2017;260000;30000;Petrol;Individual;Manual;First Owner
Hyundai EON Sportz;2012;150000;55766;Petrol;Individual;Manual;Second Owner
Maruti Alto LXi;2006;100000;80000;Petrol;Individual;Manual;First Owner
Maruti Wagon R LXI;2001;70000;117000;Petrol;Individual;Manual;Second Owner
Maruti Alto LX;2004;100000;70000;Petrol;Individual;Manual;First Owner
Maruti Wagon R LXI Minor;2009;165000;76000;Petrol;Individual;Manual;Second Owner
Chevrolet Beat Diesel LT;2013;195000;46000;Diesel;Individual;Manual;First Owner
Maruti Zen LX;1999;75000;70000;Petrol;Individual;Manual;First Owner
Hyundai Accent CRDi;2005;100000;120000;Diesel;Individual;Manual;Second Owner
Maruti Esteem Lxi - BSIII;2006;90000;90000;Petrol;Individual;Manual;First Owner
Maruti Zen LX;2001;62000;70000;Petrol;Individual;Manual;First Owner
Toyota Etios GD SP;2011;220000;110000;Diesel;Individual;Manual;Third Owner
Fiat Linea Emotion;2010;170000;100000;Petrol;Individual;Manual;First Owner
Ford Figo Diesel Titanium;2011;190000;110000;Diesel;Individual;Manual;Second Owner
Ford Figo Diesel Titanium;2011;150000;100000;Diesel;Individual;Manual;Second Owner
Maruti Zen Estilo LXI BS IV;2009;125000;65000;Petrol;Individual;Manual;First Owner
Honda Amaze EX i-Dtech;2015;290000;40000;Diesel;Individual;Manual;Third Owner
Volkswagen Polo Diesel Trendline 1.2L;2012;200000;82000;Diesel;Individual;Manual;Second Owner
Honda Brio S MT;2015;300000;50000;Petrol;Individual;Manual;First Owner
Maruti Alto K10 LXI CNG Optional;2016;300000;50000;CNG;Individual;Manual;First Owner
Maruti Wagon R LXI DUO BSIII;2007;100000;70000;LPG;Individual;Manual;Third Owner
Hyundai Grand i10 Sportz;2015;300000;90000;Petrol;Individual;Manual;First Owner
Tata Indica Vista Quadrajet VX;2012;130000;185000;Diesel;Individual;Manual;Second Owner
Hyundai Verna CRDi SX;2010;280000;120000;Diesel;Individual;Manual;Second Owner
Skoda Rapid 1.6 TDI Ambition;2013;210000;120000;Diesel;Individual;Manual;Third Owner
Hyundai EON Magna Plus;2018;229999;30000;Petrol;Individual;Manual;First Owner
Hyundai EON Magna Plus;2018;245000;30000;Petrol;Individual;Manual;First Owner
Mahindra Scorpio 1.99 S10;2015;150000;55000;Diesel;Individual;Manual;Second Owner
Maruti Alto LXi;2007;75000;40000;Petrol;Individual;Manual;Second Owner
Hyundai Sonata AT Leather;2006;225000;80000;Petrol;Individual;Automatic;Third Owner
Hyundai Sonata 2.4L AT;2006;275000;80000;Petrol;Individual;Automatic;Fourth & Above Owner
Mahindra Xylo E8 ABS Airbag BSIV;2011;275000;160000;Diesel;Individual;Manual;First Owner
Tata Indigo TDI;2013;125000;125000;Diesel;Individual;Manual;First Owner
Tata Indigo GLS;2011;80000;62000;Petrol;Individual;Manual;Second Owner
Nissan Micra Diesel XV;2011;199000;120000;Diesel;Individual;Manual;Second Owner
Maruti Swift Dzire LDI;2013;250000;80000;Diesel;Individual;Manual;Fourth & Above Owner
Maruti Alto 800 Std Optional;2019;240000;5000;Petrol;Individual;Manual;First Owner
Hyundai Getz GLS ABS;2005;71000;22000;Petrol;Individual;Manual;First Owner
Maruti Alto LXi BSIII;2008;130000;40000;Petrol;Individual;Manual;Second Owner
Mahindra Scorpio 2.6 CRDe SLE;2013;300000;70000;Diesel;Individual;Manual;Second Owner
Tata Nano Std BSII;2009;35000;50000;Petrol;Individual;Manual;Third Owner
Hyundai i10 Magna 1.2;2009;254999;80000;Petrol;Individual;Manual;Second Owner
Mahindra Scorpio 2.6 CRDe;2005;229999;221000;Diesel;Individual;Manual;Third Owner
Maruti Alto K10 LXI;2010;229999;48500;Petrol;Individual;Manual;First Owner
Nissan Sunny XL;2012;290000;110000;Petrol;Individual;Manual;Second Owner
Tata Indica Vista TDI LX;2011;125000;120000;Diesel;Individual;Manual;Second Owner
Maruti Wagon R VXI Minor ABS;2010;260000;50000;Petrol;Individual;Manual;First Owner
Maruti Omni BSIII 8-STR W/ IMMOBILISER;2008;150000;50000;Petrol;Individual;Manual;Second Owner
Maruti Esteem Vxi - BSIII;2006;85000;60000;Petrol;Individual;Manual;Second Owner
Maruti Alto 800 LXI;2015;280000;15000;Petrol;Individual;Manual;Second Owner
Maruti Celerio VXI;2015;220000;45000;Petrol;Individual;Manual;First Owner
Hyundai Santro Xing XG;2005;140000;80000;Petrol;Individual;Manual;Third Owner
Maruti Alto 800 LX;2017;280000;37000;Petrol;Individual;Manual;First Owner
Ambassador Classic 2000 Dsz;2002;50000;120000;Diesel;Individual;Manual;Fourth & Above Owner
Hyundai i20 1.2 Magna;2010;220000;96000;Petrol;Individual;Manual;Third Owner
Chevrolet Spark 1.0 LT Option Pack w/ Airbag;2013;165000;53000;Petrol;Dealer;Manual;First Owner
Fiat Linea 1.3 Emotion;2010;221000;65000;Diesel;Dealer;Manual;First Owner
Chevrolet Beat LT;2015;245000;43000;Petrol;Dealer;Manual;First Owner
Ford Figo 1.2P Titanium Plus MT;2012;260000;42000;Petrol;Dealer;Manual;First Owner
Chevrolet Sail 1.2 Base;2014;290000;25000;Petrol;Individual;Manual;First Owner
Ford Classic 1.6 Duratec LXI;2011;265000;20000;Petrol;Dealer;Manual;First Owner
Maruti Zen Estilo LXI BSIII;2008;105000;40000;Petrol;Individual;Manual;First Owner
Honda Brio 1.2 S MT;2012;275000;47000;Petrol;Dealer;Manual;First Owner
Honda Brio V MT;2012;249000;42000;Petrol;Dealer;Manual;Second Owner
Hyundai EON D Lite Plus;2012;204999;60000;Petrol;Dealer;Manual;Third Owner
Chevrolet Beat Diesel LT;2012;200000;50000;Diesel;Individual;Manual;First Owner
Maruti Wagon R VXI Optional;2015;190000;120000;Petrol;Individual;Manual;First Owner
Maruti Alto LXi;2012;150000;50000;Petrol;Individual;Manual;First Owner
Maruti Zen LX;1999;70000;70000;Petrol;Individual;Manual;Fourth & Above Owner
Maruti 800 Std;1998;55000;80000;Petrol;Individual;Manual;Fourth & Above Owner
Mahindra Bolero SLX;2007;300000;100000;Diesel;Individual;Manual;Second Owner
Tata Indica Vista Quadrajet LS;2011;229999;160000;Diesel;Individual;Manual;Second Owner
Maruti Alto K10 VXI;2014;200000;80000;Petrol;Individual;Manual;Second Owner
Maruti Alto 800 VXI;2016;220000;60000;Petrol;Individual;Manual;Second Owner
Chevrolet Optra Magnum 2.0 LT;2011;170000;150000;Diesel;Individual;Manual;Second Owner
Hyundai Santro Xing GLS;2010;155000;90000;Petrol;Individual;Manual;Fourth & Above Owner
Tata Indica Vista Aura 1.3 Quadrajet BSIV;2010;250000;80000;Diesel;Individual;Manual;Second Owner
Tata Indigo GLX;2008;150000;50000;Petrol;Individual;Manual;Third Owner
Hyundai Santro LP zipPlus;2002;80000;70000;Petrol;Individual;Manual;Second Owner
Maruti SX4 ZXI AT;2009;130000;120000;Petrol;Individual;Automatic;Second Owner
Tata Indica Vista Quadrajet 90 VX;2012;285000;74300;Diesel;Dealer;Manual;First Owner
Volkswagen Jetta 1.9 Highline TDI;2010;290000;87620;Diesel;Dealer;Automatic;First Owner
Volkswagen Polo 1.0 MPI Trendline;2012;271000;49000;Petrol;Dealer;Manual;First Owner
Hyundai EON Era Plus;2014;260000;37605;Petrol;Dealer;Manual;First Owner
Tata Nano Lx BSIV;2010;75000;58850;Petrol;Dealer;Manual;First Owner
Maruti Alto K10 VXI;2016;300000;30000;Petrol;Individual;Manual;First Owner
Tata Indica Vista Quadrajet LX;2012;150000;110000;Diesel;Individual;Manual;First Owner
Volkswagen Vento IPL II Diesel Trendline;2011;280000;110000;Diesel;Individual;Manual;First Owner
Hyundai Santro GS;2006;100000;120000;Petrol;Individual;Manual;Second Owner
Maruti Swift VXi BSIV;2008;150000;100000;Petrol;Individual;Manual;Second Owner
Maruti Alto LX;2006;90000;60000;Petrol;Individual;Manual;Second Owner
Mahindra Scorpio VLS 2.2 mHawk;2008;300000;270000;Diesel;Individual;Manual;Third Owner
Skoda Fabia 1.2 TDI Active;2011;275000;60000;Diesel;Individual;Manual;Second Owner
Maruti Zen Estilo Sports;2009;180000;41090;Petrol;Individual;Manual;First Owner
Maruti Swift VDI;2012;225000;296823;Diesel;Individual;Manual;First Owner
Maruti Alto 800 LXI;2014;200000;40000;Petrol;Individual;Manual;First Owner
Ford Fiesta 1.6 Duratec S;2010;300000;70000;Petrol;Individual;Manual;Second Owner
Mahindra Jeep MM 540;1996;200000;60000;Diesel;Individual;Manual;First Owner
Maruti Zen Estilo LXI Green (CNG);2010;145000;68000;CNG;Individual;Manual;Second Owner
Maruti Ritz VDi;2011;280000;120000;Diesel;Individual;Manual;Second Owner
Maruti Swift Dzire VDI;2014;254999;30000;Diesel;Individual;Manual;First Owner
